"","Ti","Zr","Hf","Nb","Ni","Cu","Fe","Pd","Co","Mn","Cr"
"48018",42.8,7,1,0,48.2,1,0,0,0,0,0
"48019",41.8,8,1,0,48.2,1,0,0,0,0,0
"48020",40.8,9,1,0,48.2,1,0,0,0,0,0
"48021",48.8,0,2,0,48.2,1,0,0,0,0,0
"48022",47.8,1,2,0,48.2,1,0,0,0,0,0
"48023",46.8,2,2,0,48.2,1,0,0,0,0,0
"48024",45.8,3,2,0,48.2,1,0,0,0,0,0
"48025",44.8,4,2,0,48.2,1,0,0,0,0,0
"48026",43.8,5,2,0,48.2,1,0,0,0,0,0
"48027",42.8,6,2,0,48.2,1,0,0,0,0,0
"48028",41.8,7,2,0,48.2,1,0,0,0,0,0
"48029",40.8,8,2,0,48.2,1,0,0,0,0,0
"48030",47.8,0,3,0,48.2,1,0,0,0,0,0
"48031",46.8,1,3,0,48.2,1,0,0,0,0,0
"48032",45.8,2,3,0,48.2,1,0,0,0,0,0
"48033",44.8,3,3,0,48.2,1,0,0,0,0,0
"48034",43.8,4,3,0,48.2,1,0,0,0,0,0
"48035",42.8,5,3,0,48.2,1,0,0,0,0,0
"48036",41.8,6,3,0,48.2,1,0,0,0,0,0
"48037",40.8,7,3,0,48.2,1,0,0,0,0,0
"48038",46.8,0,4,0,48.2,1,0,0,0,0,0
"48039",45.8,1,4,0,48.2,1,0,0,0,0,0
"48040",44.8,2,4,0,48.2,1,0,0,0,0,0
"48041",43.8,3,4,0,48.2,1,0,0,0,0,0
"48042",42.8,4,4,0,48.2,1,0,0,0,0,0
"48043",41.8,5,4,0,48.2,1,0,0,0,0,0
"48044",40.8,6,4,0,48.2,1,0,0,0,0,0
"48045",45.8,0,5,0,48.2,1,0,0,0,0,0
"48046",44.8,1,5,0,48.2,1,0,0,0,0,0
"48047",43.8,2,5,0,48.2,1,0,0,0,0,0
"48048",42.8,3,5,0,48.2,1,0,0,0,0,0
"48049",41.8,4,5,0,48.2,1,0,0,0,0,0
"48050",40.8,5,5,0,48.2,1,0,0,0,0,0
"48051",44.8,0,6,0,48.2,1,0,0,0,0,0
"48052",43.8,1,6,0,48.2,1,0,0,0,0,0
"48053",42.8,2,6,0,48.2,1,0,0,0,0,0
"48054",41.8,3,6,0,48.2,1,0,0,0,0,0
"48055",40.8,4,6,0,48.2,1,0,0,0,0,0
"48056",43.8,0,7,0,48.2,1,0,0,0,0,0
"48057",42.8,1,7,0,48.2,1,0,0,0,0,0
"48058",41.8,2,7,0,48.2,1,0,0,0,0,0
"48059",40.8,3,7,0,48.2,1,0,0,0,0,0
"48060",42.8,0,8,0,48.2,1,0,0,0,0,0
"48061",41.8,1,8,0,48.2,1,0,0,0,0,0
"48062",40.8,2,8,0,48.2,1,0,0,0,0,0
"48063",41.8,0,9,0,48.2,1,0,0,0,0,0
"48064",40.8,1,9,0,48.2,1,0,0,0,0,0
"48065",40.8,0,10,0,48.2,1,0,0,0,0,0
"48066",50.7,0,0,0,48.3,1,0,0,0,0,0
"48067",49.7,1,0,0,48.3,1,0,0,0,0,0
"48068",48.7,2,0,0,48.3,1,0,0,0,0,0
"48069",47.7,3,0,0,48.3,1,0,0,0,0,0
"48070",46.7,4,0,0,48.3,1,0,0,0,0,0
"48071",45.7,5,0,0,48.3,1,0,0,0,0,0
"48072",44.7,6,0,0,48.3,1,0,0,0,0,0
"48073",43.7,7,0,0,48.3,1,0,0,0,0,0
"48074",42.7,8,0,0,48.3,1,0,0,0,0,0
"48075",41.7,9,0,0,48.3,1,0,0,0,0,0
"48076",40.7,10,0,0,48.3,1,0,0,0,0,0
"48077",49.7,0,1,0,48.3,1,0,0,0,0,0
"48078",48.7,1,1,0,48.3,1,0,0,0,0,0
"48079",47.7,2,1,0,48.3,1,0,0,0,0,0
"48080",46.7,3,1,0,48.3,1,0,0,0,0,0
"48081",45.7,4,1,0,48.3,1,0,0,0,0,0
"48082",44.7,5,1,0,48.3,1,0,0,0,0,0
"48083",43.7,6,1,0,48.3,1,0,0,0,0,0
"48084",42.7,7,1,0,48.3,1,0,0,0,0,0
"48085",41.7,8,1,0,48.3,1,0,0,0,0,0
"48086",40.7,9,1,0,48.3,1,0,0,0,0,0
"48087",48.7,0,2,0,48.3,1,0,0,0,0,0
"48088",47.7,1,2,0,48.3,1,0,0,0,0,0
"48089",46.7,2,2,0,48.3,1,0,0,0,0,0
"48090",45.7,3,2,0,48.3,1,0,0,0,0,0
"48091",44.7,4,2,0,48.3,1,0,0,0,0,0
"48092",43.7,5,2,0,48.3,1,0,0,0,0,0
"48093",42.7,6,2,0,48.3,1,0,0,0,0,0
"48094",41.7,7,2,0,48.3,1,0,0,0,0,0
"48095",40.7,8,2,0,48.3,1,0,0,0,0,0
"48096",47.7,0,3,0,48.3,1,0,0,0,0,0
"48097",46.7,1,3,0,48.3,1,0,0,0,0,0
"48098",45.7,2,3,0,48.3,1,0,0,0,0,0
"48099",44.7,3,3,0,48.3,1,0,0,0,0,0
"48100",43.7,4,3,0,48.3,1,0,0,0,0,0
"48101",42.7,5,3,0,48.3,1,0,0,0,0,0
"48102",41.7,6,3,0,48.3,1,0,0,0,0,0
"48103",40.7,7,3,0,48.3,1,0,0,0,0,0
"48104",46.7,0,4,0,48.3,1,0,0,0,0,0
"48105",45.7,1,4,0,48.3,1,0,0,0,0,0
"48106",44.7,2,4,0,48.3,1,0,0,0,0,0
"48107",43.7,3,4,0,48.3,1,0,0,0,0,0
"48108",42.7,4,4,0,48.3,1,0,0,0,0,0
"48109",41.7,5,4,0,48.3,1,0,0,0,0,0
"48110",40.7,6,4,0,48.3,1,0,0,0,0,0
"48111",45.7,0,5,0,48.3,1,0,0,0,0,0
"48112",44.7,1,5,0,48.3,1,0,0,0,0,0
"48113",43.7,2,5,0,48.3,1,0,0,0,0,0
"48114",42.7,3,5,0,48.3,1,0,0,0,0,0
"48115",41.7,4,5,0,48.3,1,0,0,0,0,0
"48116",40.7,5,5,0,48.3,1,0,0,0,0,0
"48117",44.7,0,6,0,48.3,1,0,0,0,0,0
"48118",43.7,1,6,0,48.3,1,0,0,0,0,0
"48119",42.7,2,6,0,48.3,1,0,0,0,0,0
"48120",41.7,3,6,0,48.3,1,0,0,0,0,0
"48121",40.7,4,6,0,48.3,1,0,0,0,0,0
"48122",43.7,0,7,0,48.3,1,0,0,0,0,0
"48123",42.7,1,7,0,48.3,1,0,0,0,0,0
"48124",41.7,2,7,0,48.3,1,0,0,0,0,0
"48125",40.7,3,7,0,48.3,1,0,0,0,0,0
"48126",42.7,0,8,0,48.3,1,0,0,0,0,0
"48127",41.7,1,8,0,48.3,1,0,0,0,0,0
"48128",40.7,2,8,0,48.3,1,0,0,0,0,0
"48129",41.7,0,9,0,48.3,1,0,0,0,0,0
"48130",40.7,1,9,0,48.3,1,0,0,0,0,0
"48131",40.7,0,10,0,48.3,1,0,0,0,0,0
"48132",50.6,0,0,0,48.4,1,0,0,0,0,0
"48133",49.6,1,0,0,48.4,1,0,0,0,0,0
"48134",48.6,2,0,0,48.4,1,0,0,0,0,0
"48135",47.6,3,0,0,48.4,1,0,0,0,0,0
"48136",46.6,4,0,0,48.4,1,0,0,0,0,0
"48137",45.6,5,0,0,48.4,1,0,0,0,0,0
"48138",44.6,6,0,0,48.4,1,0,0,0,0,0
"48139",43.6,7,0,0,48.4,1,0,0,0,0,0
"48140",42.6,8,0,0,48.4,1,0,0,0,0,0
"48141",41.6,9,0,0,48.4,1,0,0,0,0,0
"48142",40.6,10,0,0,48.4,1,0,0,0,0,0
"48143",49.6,0,1,0,48.4,1,0,0,0,0,0
"48144",48.6,1,1,0,48.4,1,0,0,0,0,0
"48145",47.6,2,1,0,48.4,1,0,0,0,0,0
"48146",46.6,3,1,0,48.4,1,0,0,0,0,0
"48147",45.6,4,1,0,48.4,1,0,0,0,0,0
"48148",44.6,5,1,0,48.4,1,0,0,0,0,0
"48149",43.6,6,1,0,48.4,1,0,0,0,0,0
"48150",42.6,7,1,0,48.4,1,0,0,0,0,0
"48151",41.6,8,1,0,48.4,1,0,0,0,0,0
"48152",40.6,9,1,0,48.4,1,0,0,0,0,0
"48153",48.6,0,2,0,48.4,1,0,0,0,0,0
"48154",47.6,1,2,0,48.4,1,0,0,0,0,0
"48155",46.6,2,2,0,48.4,1,0,0,0,0,0
"48156",45.6,3,2,0,48.4,1,0,0,0,0,0
"48157",44.6,4,2,0,48.4,1,0,0,0,0,0
"48158",43.6,5,2,0,48.4,1,0,0,0,0,0
"48159",42.6,6,2,0,48.4,1,0,0,0,0,0
"48160",41.6,7,2,0,48.4,1,0,0,0,0,0
"48161",40.6,8,2,0,48.4,1,0,0,0,0,0
"48162",47.6,0,3,0,48.4,1,0,0,0,0,0
"48163",46.6,1,3,0,48.4,1,0,0,0,0,0
"48164",45.6,2,3,0,48.4,1,0,0,0,0,0
"48165",44.6,3,3,0,48.4,1,0,0,0,0,0
"48166",43.6,4,3,0,48.4,1,0,0,0,0,0
"48167",42.6,5,3,0,48.4,1,0,0,0,0,0
"48168",41.6,6,3,0,48.4,1,0,0,0,0,0
"48169",40.6,7,3,0,48.4,1,0,0,0,0,0
"48170",46.6,0,4,0,48.4,1,0,0,0,0,0
"48171",45.6,1,4,0,48.4,1,0,0,0,0,0
"48172",44.6,2,4,0,48.4,1,0,0,0,0,0
"48173",43.6,3,4,0,48.4,1,0,0,0,0,0
"48174",42.6,4,4,0,48.4,1,0,0,0,0,0
"48175",41.6,5,4,0,48.4,1,0,0,0,0,0
"48176",40.6,6,4,0,48.4,1,0,0,0,0,0
"48177",45.6,0,5,0,48.4,1,0,0,0,0,0
"48178",44.6,1,5,0,48.4,1,0,0,0,0,0
"48179",43.6,2,5,0,48.4,1,0,0,0,0,0
"48180",42.6,3,5,0,48.4,1,0,0,0,0,0
"48181",41.6,4,5,0,48.4,1,0,0,0,0,0
"48182",40.6,5,5,0,48.4,1,0,0,0,0,0
"48183",44.6,0,6,0,48.4,1,0,0,0,0,0
"48184",43.6,1,6,0,48.4,1,0,0,0,0,0
"48185",42.6,2,6,0,48.4,1,0,0,0,0,0
"48186",41.6,3,6,0,48.4,1,0,0,0,0,0
"48187",40.6,4,6,0,48.4,1,0,0,0,0,0
"48188",43.6,0,7,0,48.4,1,0,0,0,0,0
"48189",42.6,1,7,0,48.4,1,0,0,0,0,0
"48190",41.6,2,7,0,48.4,1,0,0,0,0,0
"48191",40.6,3,7,0,48.4,1,0,0,0,0,0
"48192",42.6,0,8,0,48.4,1,0,0,0,0,0
"48193",41.6,1,8,0,48.4,1,0,0,0,0,0
"48194",40.6,2,8,0,48.4,1,0,0,0,0,0
"48195",41.6,0,9,0,48.4,1,0,0,0,0,0
"48196",40.6,1,9,0,48.4,1,0,0,0,0,0
"48197",40.6,0,10,0,48.4,1,0,0,0,0,0
"48198",50.5,0,0,0,48.5,1,0,0,0,0,0
"48199",49.5,1,0,0,48.5,1,0,0,0,0,0
"48200",48.5,2,0,0,48.5,1,0,0,0,0,0
"48201",47.5,3,0,0,48.5,1,0,0,0,0,0
"48202",46.5,4,0,0,48.5,1,0,0,0,0,0
"48203",45.5,5,0,0,48.5,1,0,0,0,0,0
"48204",44.5,6,0,0,48.5,1,0,0,0,0,0
"48205",43.5,7,0,0,48.5,1,0,0,0,0,0
"48206",42.5,8,0,0,48.5,1,0,0,0,0,0
"48207",41.5,9,0,0,48.5,1,0,0,0,0,0
"48208",40.5,10,0,0,48.5,1,0,0,0,0,0
"48209",49.5,0,1,0,48.5,1,0,0,0,0,0
"48210",48.5,1,1,0,48.5,1,0,0,0,0,0
"48211",47.5,2,1,0,48.5,1,0,0,0,0,0
"48212",46.5,3,1,0,48.5,1,0,0,0,0,0
"48213",45.5,4,1,0,48.5,1,0,0,0,0,0
"48214",44.5,5,1,0,48.5,1,0,0,0,0,0
"48215",43.5,6,1,0,48.5,1,0,0,0,0,0
"48216",42.5,7,1,0,48.5,1,0,0,0,0,0
"48217",41.5,8,1,0,48.5,1,0,0,0,0,0
"48218",40.5,9,1,0,48.5,1,0,0,0,0,0
"48219",48.5,0,2,0,48.5,1,0,0,0,0,0
"48220",47.5,1,2,0,48.5,1,0,0,0,0,0
"48221",46.5,2,2,0,48.5,1,0,0,0,0,0
"48222",45.5,3,2,0,48.5,1,0,0,0,0,0
"48223",44.5,4,2,0,48.5,1,0,0,0,0,0
"48224",43.5,5,2,0,48.5,1,0,0,0,0,0
"48225",42.5,6,2,0,48.5,1,0,0,0,0,0
"48226",41.5,7,2,0,48.5,1,0,0,0,0,0
"48227",40.5,8,2,0,48.5,1,0,0,0,0,0
"48228",47.5,0,3,0,48.5,1,0,0,0,0,0
"48229",46.5,1,3,0,48.5,1,0,0,0,0,0
"48230",45.5,2,3,0,48.5,1,0,0,0,0,0
"48231",44.5,3,3,0,48.5,1,0,0,0,0,0
"48232",43.5,4,3,0,48.5,1,0,0,0,0,0
"48233",42.5,5,3,0,48.5,1,0,0,0,0,0
"48234",41.5,6,3,0,48.5,1,0,0,0,0,0
"48235",40.5,7,3,0,48.5,1,0,0,0,0,0
"48236",46.5,0,4,0,48.5,1,0,0,0,0,0
"48237",45.5,1,4,0,48.5,1,0,0,0,0,0
"48238",44.5,2,4,0,48.5,1,0,0,0,0,0
"48239",43.5,3,4,0,48.5,1,0,0,0,0,0
"48240",42.5,4,4,0,48.5,1,0,0,0,0,0
"48241",41.5,5,4,0,48.5,1,0,0,0,0,0
"48242",40.5,6,4,0,48.5,1,0,0,0,0,0
"48243",45.5,0,5,0,48.5,1,0,0,0,0,0
"48244",44.5,1,5,0,48.5,1,0,0,0,0,0
"48245",43.5,2,5,0,48.5,1,0,0,0,0,0
"48246",42.5,3,5,0,48.5,1,0,0,0,0,0
"48247",41.5,4,5,0,48.5,1,0,0,0,0,0
"48248",40.5,5,5,0,48.5,1,0,0,0,0,0
"48249",44.5,0,6,0,48.5,1,0,0,0,0,0
"48250",43.5,1,6,0,48.5,1,0,0,0,0,0
"48251",42.5,2,6,0,48.5,1,0,0,0,0,0
"48252",41.5,3,6,0,48.5,1,0,0,0,0,0
"48253",40.5,4,6,0,48.5,1,0,0,0,0,0
"48254",43.5,0,7,0,48.5,1,0,0,0,0,0
"48255",42.5,1,7,0,48.5,1,0,0,0,0,0
"48256",41.5,2,7,0,48.5,1,0,0,0,0,0
"48257",40.5,3,7,0,48.5,1,0,0,0,0,0
"48258",42.5,0,8,0,48.5,1,0,0,0,0,0
"48259",41.5,1,8,0,48.5,1,0,0,0,0,0
"48260",40.5,2,8,0,48.5,1,0,0,0,0,0
"48261",41.5,0,9,0,48.5,1,0,0,0,0,0
"48262",40.5,1,9,0,48.5,1,0,0,0,0,0
"48263",40.5,0,10,0,48.5,1,0,0,0,0,0
"48264",50.4,0,0,0,48.6,1,0,0,0,0,0
"48265",49.4,1,0,0,48.6,1,0,0,0,0,0
"48266",48.4,2,0,0,48.6,1,0,0,0,0,0
"48267",47.4,3,0,0,48.6,1,0,0,0,0,0
"48268",46.4,4,0,0,48.6,1,0,0,0,0,0
"48269",45.4,5,0,0,48.6,1,0,0,0,0,0
"48270",44.4,6,0,0,48.6,1,0,0,0,0,0
"48271",43.4,7,0,0,48.6,1,0,0,0,0,0
"48272",42.4,8,0,0,48.6,1,0,0,0,0,0
"48273",41.4,9,0,0,48.6,1,0,0,0,0,0
"48274",40.4,10,0,0,48.6,1,0,0,0,0,0
"48275",49.4,0,1,0,48.6,1,0,0,0,0,0
"48276",48.4,1,1,0,48.6,1,0,0,0,0,0
"48277",47.4,2,1,0,48.6,1,0,0,0,0,0
"48278",46.4,3,1,0,48.6,1,0,0,0,0,0
"48279",45.4,4,1,0,48.6,1,0,0,0,0,0
"48280",44.4,5,1,0,48.6,1,0,0,0,0,0
"48281",43.4,6,1,0,48.6,1,0,0,0,0,0
"48282",42.4,7,1,0,48.6,1,0,0,0,0,0
"48283",41.4,8,1,0,48.6,1,0,0,0,0,0
"48284",40.4,9,1,0,48.6,1,0,0,0,0,0
"48285",48.4,0,2,0,48.6,1,0,0,0,0,0
"48286",47.4,1,2,0,48.6,1,0,0,0,0,0
"48287",46.4,2,2,0,48.6,1,0,0,0,0,0
"48288",45.4,3,2,0,48.6,1,0,0,0,0,0
"48289",44.4,4,2,0,48.6,1,0,0,0,0,0
"48290",43.4,5,2,0,48.6,1,0,0,0,0,0
"48291",42.4,6,2,0,48.6,1,0,0,0,0,0
"48292",41.4,7,2,0,48.6,1,0,0,0,0,0
"48293",40.4,8,2,0,48.6,1,0,0,0,0,0
"48294",47.4,0,3,0,48.6,1,0,0,0,0,0
"48295",46.4,1,3,0,48.6,1,0,0,0,0,0
"48296",45.4,2,3,0,48.6,1,0,0,0,0,0
"48297",44.4,3,3,0,48.6,1,0,0,0,0,0
"48298",43.4,4,3,0,48.6,1,0,0,0,0,0
"48299",42.4,5,3,0,48.6,1,0,0,0,0,0
"48300",41.4,6,3,0,48.6,1,0,0,0,0,0
"48301",40.4,7,3,0,48.6,1,0,0,0,0,0
"48302",46.4,0,4,0,48.6,1,0,0,0,0,0
"48303",45.4,1,4,0,48.6,1,0,0,0,0,0
"48304",44.4,2,4,0,48.6,1,0,0,0,0,0
"48305",43.4,3,4,0,48.6,1,0,0,0,0,0
"48306",42.4,4,4,0,48.6,1,0,0,0,0,0
"48307",41.4,5,4,0,48.6,1,0,0,0,0,0
"48308",40.4,6,4,0,48.6,1,0,0,0,0,0
"48309",45.4,0,5,0,48.6,1,0,0,0,0,0
"48310",44.4,1,5,0,48.6,1,0,0,0,0,0
"48311",43.4,2,5,0,48.6,1,0,0,0,0,0
"48312",42.4,3,5,0,48.6,1,0,0,0,0,0
"48313",41.4,4,5,0,48.6,1,0,0,0,0,0
"48314",40.4,5,5,0,48.6,1,0,0,0,0,0
"48315",44.4,0,6,0,48.6,1,0,0,0,0,0
"48316",43.4,1,6,0,48.6,1,0,0,0,0,0
"48317",42.4,2,6,0,48.6,1,0,0,0,0,0
"48318",41.4,3,6,0,48.6,1,0,0,0,0,0
"48319",40.4,4,6,0,48.6,1,0,0,0,0,0
"48320",43.4,0,7,0,48.6,1,0,0,0,0,0
"48321",42.4,1,7,0,48.6,1,0,0,0,0,0
"48322",41.4,2,7,0,48.6,1,0,0,0,0,0
"48323",40.4,3,7,0,48.6,1,0,0,0,0,0
"48324",42.4,0,8,0,48.6,1,0,0,0,0,0
"48325",41.4,1,8,0,48.6,1,0,0,0,0,0
"48326",40.4,2,8,0,48.6,1,0,0,0,0,0
"48327",41.4,0,9,0,48.6,1,0,0,0,0,0
"48328",40.4,1,9,0,48.6,1,0,0,0,0,0
"48329",40.4,0,10,0,48.6,1,0,0,0,0,0
"48330",50.3,0,0,0,48.7,1,0,0,0,0,0
"48331",49.3,1,0,0,48.7,1,0,0,0,0,0
"48332",48.3,2,0,0,48.7,1,0,0,0,0,0
"48333",47.3,3,0,0,48.7,1,0,0,0,0,0
"48334",46.3,4,0,0,48.7,1,0,0,0,0,0
"48335",45.3,5,0,0,48.7,1,0,0,0,0,0
"48336",44.3,6,0,0,48.7,1,0,0,0,0,0
"48337",43.3,7,0,0,48.7,1,0,0,0,0,0
"48338",42.3,8,0,0,48.7,1,0,0,0,0,0
"48339",41.3,9,0,0,48.7,1,0,0,0,0,0
"48340",40.3,10,0,0,48.7,1,0,0,0,0,0
"48341",49.3,0,1,0,48.7,1,0,0,0,0,0
"48342",48.3,1,1,0,48.7,1,0,0,0,0,0
"48343",47.3,2,1,0,48.7,1,0,0,0,0,0
"48344",46.3,3,1,0,48.7,1,0,0,0,0,0
"48345",45.3,4,1,0,48.7,1,0,0,0,0,0
"48346",44.3,5,1,0,48.7,1,0,0,0,0,0
"48347",43.3,6,1,0,48.7,1,0,0,0,0,0
"48348",42.3,7,1,0,48.7,1,0,0,0,0,0
"48349",41.3,8,1,0,48.7,1,0,0,0,0,0
"48350",40.3,9,1,0,48.7,1,0,0,0,0,0
"48351",48.3,0,2,0,48.7,1,0,0,0,0,0
"48352",47.3,1,2,0,48.7,1,0,0,0,0,0
"48353",46.3,2,2,0,48.7,1,0,0,0,0,0
"48354",45.3,3,2,0,48.7,1,0,0,0,0,0
"48355",44.3,4,2,0,48.7,1,0,0,0,0,0
"48356",43.3,5,2,0,48.7,1,0,0,0,0,0
"48357",42.3,6,2,0,48.7,1,0,0,0,0,0
"48358",41.3,7,2,0,48.7,1,0,0,0,0,0
"48359",40.3,8,2,0,48.7,1,0,0,0,0,0
"48360",47.3,0,3,0,48.7,1,0,0,0,0,0
"48361",46.3,1,3,0,48.7,1,0,0,0,0,0
"48362",45.3,2,3,0,48.7,1,0,0,0,0,0
"48363",44.3,3,3,0,48.7,1,0,0,0,0,0
"48364",43.3,4,3,0,48.7,1,0,0,0,0,0
"48365",42.3,5,3,0,48.7,1,0,0,0,0,0
"48366",41.3,6,3,0,48.7,1,0,0,0,0,0
"48367",40.3,7,3,0,48.7,1,0,0,0,0,0
"48368",46.3,0,4,0,48.7,1,0,0,0,0,0
"48369",45.3,1,4,0,48.7,1,0,0,0,0,0
"48370",44.3,2,4,0,48.7,1,0,0,0,0,0
"48371",43.3,3,4,0,48.7,1,0,0,0,0,0
"48372",42.3,4,4,0,48.7,1,0,0,0,0,0
"48373",41.3,5,4,0,48.7,1,0,0,0,0,0
"48374",40.3,6,4,0,48.7,1,0,0,0,0,0
"48375",45.3,0,5,0,48.7,1,0,0,0,0,0
"48376",44.3,1,5,0,48.7,1,0,0,0,0,0
"48377",43.3,2,5,0,48.7,1,0,0,0,0,0
"48378",42.3,3,5,0,48.7,1,0,0,0,0,0
"48379",41.3,4,5,0,48.7,1,0,0,0,0,0
"48380",40.3,5,5,0,48.7,1,0,0,0,0,0
"48381",44.3,0,6,0,48.7,1,0,0,0,0,0
"48382",43.3,1,6,0,48.7,1,0,0,0,0,0
"48383",42.3,2,6,0,48.7,1,0,0,0,0,0
"48384",41.3,3,6,0,48.7,1,0,0,0,0,0
"48385",40.3,4,6,0,48.7,1,0,0,0,0,0
"48386",43.3,0,7,0,48.7,1,0,0,0,0,0
"48387",42.3,1,7,0,48.7,1,0,0,0,0,0
"48388",41.3,2,7,0,48.7,1,0,0,0,0,0
"48389",40.3,3,7,0,48.7,1,0,0,0,0,0
"48390",42.3,0,8,0,48.7,1,0,0,0,0,0
"48391",41.3,1,8,0,48.7,1,0,0,0,0,0
"48392",40.3,2,8,0,48.7,1,0,0,0,0,0
"48393",41.3,0,9,0,48.7,1,0,0,0,0,0
"48394",40.3,1,9,0,48.7,1,0,0,0,0,0
"48395",40.3,0,10,0,48.7,1,0,0,0,0,0
"48396",50.2,0,0,0,48.8,1,0,0,0,0,0
"48397",49.2,1,0,0,48.8,1,0,0,0,0,0
"48398",48.2,2,0,0,48.8,1,0,0,0,0,0
"48399",47.2,3,0,0,48.8,1,0,0,0,0,0
"48400",46.2,4,0,0,48.8,1,0,0,0,0,0
"48401",45.2,5,0,0,48.8,1,0,0,0,0,0
"48402",44.2,6,0,0,48.8,1,0,0,0,0,0
"48403",43.2,7,0,0,48.8,1,0,0,0,0,0
"48404",42.2,8,0,0,48.8,1,0,0,0,0,0
"48405",41.2,9,0,0,48.8,1,0,0,0,0,0
"48406",40.2,10,0,0,48.8,1,0,0,0,0,0
"48407",49.2,0,1,0,48.8,1,0,0,0,0,0
"48408",48.2,1,1,0,48.8,1,0,0,0,0,0
"48409",47.2,2,1,0,48.8,1,0,0,0,0,0
"48410",46.2,3,1,0,48.8,1,0,0,0,0,0
"48411",45.2,4,1,0,48.8,1,0,0,0,0,0
"48412",44.2,5,1,0,48.8,1,0,0,0,0,0
"48413",43.2,6,1,0,48.8,1,0,0,0,0,0
"48414",42.2,7,1,0,48.8,1,0,0,0,0,0
"48415",41.2,8,1,0,48.8,1,0,0,0,0,0
"48416",40.2,9,1,0,48.8,1,0,0,0,0,0
"48417",48.2,0,2,0,48.8,1,0,0,0,0,0
"48418",47.2,1,2,0,48.8,1,0,0,0,0,0
"48419",46.2,2,2,0,48.8,1,0,0,0,0,0
"48420",45.2,3,2,0,48.8,1,0,0,0,0,0
"48421",44.2,4,2,0,48.8,1,0,0,0,0,0
"48422",43.2,5,2,0,48.8,1,0,0,0,0,0
"48423",42.2,6,2,0,48.8,1,0,0,0,0,0
"48424",41.2,7,2,0,48.8,1,0,0,0,0,0
"48425",40.2,8,2,0,48.8,1,0,0,0,0,0
"48426",47.2,0,3,0,48.8,1,0,0,0,0,0
"48427",46.2,1,3,0,48.8,1,0,0,0,0,0
"48428",45.2,2,3,0,48.8,1,0,0,0,0,0
"48429",44.2,3,3,0,48.8,1,0,0,0,0,0
"48430",43.2,4,3,0,48.8,1,0,0,0,0,0
"48431",42.2,5,3,0,48.8,1,0,0,0,0,0
"48432",41.2,6,3,0,48.8,1,0,0,0,0,0
"48433",40.2,7,3,0,48.8,1,0,0,0,0,0
"48434",46.2,0,4,0,48.8,1,0,0,0,0,0
"48435",45.2,1,4,0,48.8,1,0,0,0,0,0
"48436",44.2,2,4,0,48.8,1,0,0,0,0,0
"48437",43.2,3,4,0,48.8,1,0,0,0,0,0
"48438",42.2,4,4,0,48.8,1,0,0,0,0,0
"48439",41.2,5,4,0,48.8,1,0,0,0,0,0
"48440",40.2,6,4,0,48.8,1,0,0,0,0,0
"48441",45.2,0,5,0,48.8,1,0,0,0,0,0
"48442",44.2,1,5,0,48.8,1,0,0,0,0,0
"48443",43.2,2,5,0,48.8,1,0,0,0,0,0
"48444",42.2,3,5,0,48.8,1,0,0,0,0,0
"48445",41.2,4,5,0,48.8,1,0,0,0,0,0
"48446",40.2,5,5,0,48.8,1,0,0,0,0,0
"48447",44.2,0,6,0,48.8,1,0,0,0,0,0
"48448",43.2,1,6,0,48.8,1,0,0,0,0,0
"48449",42.2,2,6,0,48.8,1,0,0,0,0,0
"48450",41.2,3,6,0,48.8,1,0,0,0,0,0
"48451",40.2,4,6,0,48.8,1,0,0,0,0,0
"48452",43.2,0,7,0,48.8,1,0,0,0,0,0
"48453",42.2,1,7,0,48.8,1,0,0,0,0,0
"48454",41.2,2,7,0,48.8,1,0,0,0,0,0
"48455",40.2,3,7,0,48.8,1,0,0,0,0,0
"48456",42.2,0,8,0,48.8,1,0,0,0,0,0
"48457",41.2,1,8,0,48.8,1,0,0,0,0,0
"48458",40.2,2,8,0,48.8,1,0,0,0,0,0
"48459",41.2,0,9,0,48.8,1,0,0,0,0,0
"48460",40.2,1,9,0,48.8,1,0,0,0,0,0
"48461",40.2,0,10,0,48.8,1,0,0,0,0,0
"48462",50.1,0,0,0,48.9,1,0,0,0,0,0
"48463",49.1,1,0,0,48.9,1,0,0,0,0,0
"48464",48.1,2,0,0,48.9,1,0,0,0,0,0
"48465",47.1,3,0,0,48.9,1,0,0,0,0,0
"48466",46.1,4,0,0,48.9,1,0,0,0,0,0
"48467",45.1,5,0,0,48.9,1,0,0,0,0,0
"48468",44.1,6,0,0,48.9,1,0,0,0,0,0
"48469",43.1,7,0,0,48.9,1,0,0,0,0,0
"48470",42.1,8,0,0,48.9,1,0,0,0,0,0
"48471",41.1,9,0,0,48.9,1,0,0,0,0,0
"48472",40.1,10,0,0,48.9,1,0,0,0,0,0
"48473",49.1,0,1,0,48.9,1,0,0,0,0,0
"48474",48.1,1,1,0,48.9,1,0,0,0,0,0
"48475",47.1,2,1,0,48.9,1,0,0,0,0,0
"48476",46.1,3,1,0,48.9,1,0,0,0,0,0
"48477",45.1,4,1,0,48.9,1,0,0,0,0,0
"48478",44.1,5,1,0,48.9,1,0,0,0,0,0
"48479",43.1,6,1,0,48.9,1,0,0,0,0,0
"48480",42.1,7,1,0,48.9,1,0,0,0,0,0
"48481",41.1,8,1,0,48.9,1,0,0,0,0,0
"48482",40.1,9,1,0,48.9,1,0,0,0,0,0
